invoiceID,customerID,saleDate
2830,28,05/29/2007
2831,35,10/12/2009
2832,24,09/25/2005
2833,21,10/13/2007
2834,19,02/20/2005
2835,21,10/30/2008
2836,34,06/20/2007
2837,10,10/02/2005
2838,4,08/07/2006
2839,38,05/06/2005
2840,12,07/28/2011
2841,29,11/22/2010
2842,6,03/05/2011
2843,6,10/06/2008
2844,9,02/21/2008
2845,33,07/16/2011
2846,35,11/14/2007
2847,34,11/19/2008
2848,8,11/16/2009
2849,27,05/07/2008
2850,17,09/18/2011
2851,2,03/18/2007
2852,24,08/18/2006
2853,25,04/27/2006
2854,23,04/04/2005
2855,13,08/21/2009
2856,18,04/25/2005
2857,9,06/05/2007
2858,15,01/11/2010
2859,24,11/05/2009
2860,37,02/24/2007
2861,4,01/14/2009
2862,19,12/30/2006
2863,22,11/07/2007
2864,24,04/26/2009
2865,38,04/28/2011
2866,3,06/25/2005
2867,19,02/08/2008
2868,9,02/13/2009
2869,7,09/20/2005
2870,17,02/10/2008
2871,20,01/08/2011
2872,35,04/04/2006
2873,23,02/08/2007
2874,25,04/06/2011
2875,5,01/20/2009
2876,16,04/01/2005
2877,21,06/29/2008
2878,38,02/20/2006
2879,24,03/15/2009
2880,9,05/18/2007
2881,15,08/23/2008
2882,25,08/08/2010
2883,33,03/03/2010
2884,1,09/09/2008
2885,9,03/11/2008
2886,7,09/02/2005
2887,19,05/22/2010
2888,17,11/26/2008
2889,22,09/06/2008
2890,3,01/27/2005
2891,14,10/10/2010
2892,25,04/29/2006
2893,22,07/30/2010
2894,35,08/17/2008
2895,10,09/02/2008
2896,20,03/27/2008
2897,38,12/29/2005
2898,28,06/05/2008
2899,29,09/16/2007
2900,6,08/15/2007
2901,6,10/30/2011
2902,10,01/05/2007
2903,1,09/15/2011
2904,28,06/06/2006
2905,35,10/12/2007
2906,5,05/03/2005
2907,4,08/10/2009
2908,16,11/11/2010
2909,4,04/19/2006
2910,27,09/24/2009
2911,24,01/06/2006
2912,19,11/08/2006
2913,13,02/28/2009
2914,18,04/09/2009
2915,20,09/14/2005
2916,21,11/24/2010
2917,24,04/02/2007
2918,39,08/22/2005
2919,37,10/10/2011
2920,6,12/03/2010
2921,2,12/12/2006
2922,12,08/03/2009
2923,30,08/22/2011
2924,23,03/22/2006
2925,8,04/20/2007
2926,1,01/28/2010
2927,4,01/21/2006
2928,7,08/05/2008
2929,28,11/14/2005
2930,33,12/05/2009
2931,12,12/01/2009
2932,33,10/13/2006
2933,3,04/10/2010
2934,13,09/23/2006
2935,21,05/04/2008
2936,37,09/12/2010
2937,18,09/02/2008
2938,25,10/25/2006
2939,13,06/06/2011
2940,22,01/21/2011
2941,12,04/27/2008
2942,37,03/06/2011
2943,1,12/31/2008
2944,24,02/28/2011
2945,15,01/21/2007
2946,21,11/07/2005
2947,6,07/31/2008
2948,39,02/21/2005
2949,20,12/31/2008
2950,3,10/08/2009
2951,5,02/04/2005
2952,21,10/29/2010
2953,15,12/22/2009
2954,35,02/08/2007
2955,5,01/26/2008
2956,23,08/15/2005
2957,35,08/09/2010
2958,9,06/08/2006
2959,29,02/27/2005
2960,24,05/02/2006
2961,2,11/27/2010
2962,2,11/27/2006
2963,17,03/15/2009
2964,4,03/27/2007
2965,14,03/11/2006
2966,38,05/17/2007
2967,2,02/28/2010
2968,31,11/18/2009
2969,24,03/31/2008
2970,14,11/22/2008
2971,14,07/09/2005
2972,35,08/29/2005
2973,12,05/10/2005
2974,14,04/23/2009
2975,20,08/31/2008
2976,27,06/22/2005
2977,35,09/15/2010
2978,25,12/05/2009
2979,26,12/15/2010
2980,15,02/17/2005
2981,28,03/09/2005
2982,30,04/11/2005
2983,36,05/09/2008
2984,4,08/02/2009
2985,26,02/21/2006
2986,2,08/14/2006
2987,26,10/11/2009
2988,21,03/15/2011
2989,11,04/26/2006
2990,16,08/28/2005
2991,6,03/01/2009
2992,13,06/24/2007
2993,18,08/31/2007
2994,22,03/11/2006
2995,17,12/15/2010
2996,31,10/14/2010
2997,21,05/18/2009
2998,18,10/30/2011
2999,23,11/01/2010
3000,5,07/29/2010
3001,31,08/09/2008
3002,36,01/09/2011
3003,1,05/02/2010
3004,4,07/22/2008
3005,11,06/12/2010
3006,20,08/07/2007
3007,30,02/14/2007
3008,6,06/15/2007
3009,6,06/17/2011
3010,17,12/30/2007
3011,21,07/25/2009
3012,33,04/29/2010
3013,8,08/29/2009
3014,18,01/26/2006
3015,36,07/26/2008
3016,33,12/03/2005
3017,19,01/10/2010
3018,22,07/07/2009
3019,15,06/10/2005
3020,30,02/13/2009
3021,38,05/11/2009
3022,20,10/22/2005
3023,3,11/19/2009
3024,16,10/25/2009
3025,3,11/18/2006
3026,19,01/15/2005
3027,8,05/03/2011
3028,24,10/09/2008
3029,36,08/15/2007
3030,30,10/03/2008
3031,28,05/09/2006
3032,28,05/01/2008
3033,27,04/23/2011
3034,29,06/10/2005
3035,32,05/11/2010
3036,38,01/16/2007
3037,10,12/03/2006
3038,22,02/06/2005
3039,5,06/06/2010
3040,15,07/13/2010
3041,38,08/29/2007
3042,25,12/22/2010
3043,8,12/08/2006
3044,6,04/19/2006
3045,4,02/13/2005
3046,4,02/19/2008
3047,39,05/06/2010
3048,22,08/07/2006
3049,26,12/10/2009
3050,14,03/20/2009
3051,13,06/20/2010
3052,24,04/22/2008
3053,33,04/28/2011
3054,15,05/29/2011
3055,1,10/15/2005
3056,36,10/05/2010
3057,34,10/19/2005
3058,8,01/18/2005
3059,20,09/17/2007
3060,30,03/12/2011
3061,38,10/03/2005
3062,9,01/27/2005
3063,19,02/16/2011
3064,25,06/23/2008
3065,37,12/13/2005
3066,11,10/24/2008
3067,24,12/25/2005
3068,7,08/14/2011
3069,33,03/05/2008
3070,28,09/14/2011
3071,21,12/19/2006
3072,32,02/01/2010
3073,14,03/28/2009
3074,29,11/30/2009
3075,37,08/28/2005
3076,17,06/24/2010
3077,33,02/13/2005
3078,37,10/16/2006
3079,39,05/11/2010
3080,19,01/12/2010
3081,11,02/18/2008
3082,12,06/24/2007
3083,4,11/18/2009
3084,5,05/22/2005
3085,27,08/26/2005
3086,4,06/19/2009
3087,2,01/25/2010
3088,21,08/03/2008
3089,12,12/14/2009
3090,21,12/05/2008
3091,12,02/19/2006
3092,10,09/22/2008
3093,30,10/27/2010
3094,30,05/17/2006
3095,35,10/04/2008
3096,27,04/07/2005
3097,2,06/07/2005
3098,19,05/21/2005
3099,34,03/03/2007
3100,34,10/18/2009
3101,8,04/16/2006
3102,16,10/29/2008
3103,26,08/23/2006
3104,21,04/18/2006
3105,5,09/07/2009
3106,24,02/21/2007
3107,38,11/20/2007
3108,38,11/14/2006
3109,22,05/20/2008
3110,37,06/27/2007
3111,17,07/14/2007
3112,32,07/16/2009
3113,10,08/01/2009
3114,21,07/11/2010
3115,37,06/30/2008
3116,36,05/12/2010
3117,24,12/30/2007
3118,38,06/16/2006
3119,18,01/07/2005
3120,36,04/26/2011
3121,20,05/10/2007
3122,29,05/27/2006
3123,6,07/01/2005
3124,10,10/06/2010
3125,20,05/16/2011
3126,1,11/02/2005
3127,37,06/14/2009
3128,21,09/22/2009
3129,20,05/31/2007
3130,31,05/07/2011
3131,16,01/22/2011
3132,27,03/07/2006
3133,8,05/16/2008
3134,3,11/04/2005
3135,9,04/06/2010
3136,13,08/24/2007
3137,27,05/20/2010
3138,7,04/13/2010
3139,11,09/09/2005
3140,9,06/20/2011
3141,5,06/14/2010
3142,28,07/10/2008
3143,2,07/18/2006
3144,14,08/28/2007
3145,9,10/09/2010
3146,38,03/27/2010
3147,11,05/03/2011
3148,33,11/12/2007
3149,37,08/06/2009
3150,28,04/20/2005
3151,29,09/01/2011
3152,17,09/20/2011
3153,18,11/13/2009
3154,34,01/23/2006
3155,27,09/17/2011
3156,38,09/17/2005
3157,35,10/26/2008
3158,24,05/30/2008
3159,19,05/14/2009
3160,16,03/16/2010
3161,16,01/06/2011
3162,35,01/07/2011
3163,3,10/23/2005
3164,23,04/24/2010
3165,37,02/11/2006
3166,12,05/04/2010
3167,36,07/01/2006
3168,25,09/01/2007
3169,19,03/08/2007
3170,7,09/04/2007
3171,33,02/16/2005
3172,23,10/10/2005
3173,34,10/25/2011
3174,34,05/11/2007
3175,37,12/26/2009
3176,4,10/02/2006
3177,33,07/11/2005
3178,9,05/07/2011
3179,36,08/06/2010
3180,31,01/22/2005
3181,37,11/09/2008
3182,26,05/25/2011
3183,9,07/28/2005
3184,15,09/02/2007
3185,20,06/07/2011
3186,35,06/08/2005
3187,13,08/28/2005
3188,16,10/06/2010
3189,20,07/23/2009
3190,32,05/25/2007
3191,31,06/24/2011
3192,35,07/09/2008
3193,28,10/23/2008
3194,34,05/28/2007
3195,19,08/14/2008
3196,25,02/27/2007
3197,6,06/13/2010
3198,15,06/25/2006
3199,11,06/09/2011
3200,24,08/02/2006
3201,22,01/24/2011
3202,4,05/09/2008
3203,8,08/29/2006
3204,17,12/19/2009
3205,38,02/01/2005
3206,5,03/16/2010
3207,20,04/10/2010
3208,32,03/13/2010
3209,13,11/05/2010
3210,17,11/11/2010
3211,24,06/26/2011
3212,10,04/19/2005
3213,3,01/22/2005
3214,32,12/23/2007
3215,25,05/05/2008
3216,23,10/20/2010
3217,28,10/04/2011
3218,38,03/13/2011
3219,38,09/27/2006
3220,8,07/17/2006
3221,30,06/17/2009
3222,30,07/07/2011
3223,4,08/07/2009
3224,18,12/29/2007
3225,24,04/19/2010
3226,22,08/13/2011
3227,4,05/31/2008
3228,30,09/16/2009
3229,36,03/09/2006
3230,15,08/30/2006
3231,15,10/09/2011
3232,19,08/26/2007
3233,19,02/04/2009
3234,22,09/25/2009
3235,35,03/19/2005
3236,18,01/10/2011
3237,27,05/09/2006
3238,15,11/04/2010
3239,10,11/27/2007
3240,1,05/26/2009
3241,31,04/20/2007
3242,33,09/21/2005
3243,11,07/31/2010
3244,34,06/26/2009
3245,26,04/15/2009
3246,35,01/11/2009
3247,17,10/21/2011
3248,14,01/17/2005
3249,33,01/13/2010
3250,16,03/03/2005
3251,22,08/26/2006
3252,24,12/20/2008
3253,6,10/25/2005
3254,25,09/18/2006
3255,3,08/14/2006
3256,29,01/19/2009
3257,7,09/28/2010
3258,7,07/17/2009
3259,20,07/23/2006
3260,4,03/19/2007
3261,21,06/08/2006
3262,34,12/21/2005
3263,22,03/02/2009
3264,39,07/03/2005
3265,17,03/11/2006
3266,17,03/29/2007
3267,17,05/27/2005
3268,4,08/02/2011
3269,32,12/11/2010
3270,27,05/04/2005
3271,4,03/31/2005
3272,24,09/20/2006
3273,21,01/08/2008
3274,14,08/12/2009
3275,18,12/20/2008
3276,8,10/29/2007
3277,10,07/27/2011
3278,35,08/28/2011
3279,21,09/16/2008
3280,4,09/17/2010
3281,11,06/30/2009
3282,4,05/02/2010
3283,28,04/17/2009
3284,16,01/07/2007
3285,28,11/05/2009
3286,30,12/17/2008
3287,6,03/24/2011
3288,35,10/21/2010
3289,37,08/14/2008
3290,26,03/06/2007
3291,38,05/11/2007
3292,19,04/17/2011
3293,20,05/14/2008
3294,21,03/07/2009
3295,18,05/08/2010
3296,36,05/26/2011
3297,37,09/24/2009
3298,35,07/15/2008
3299,1,04/25/2005
3300,30,12/29/2006
3301,23,05/19/2007
3302,4,12/31/2005
3303,15,05/26/2009
3304,4,05/19/2011
3305,18,01/22/2005
3306,32,06/21/2009
3307,12,06/15/2008
3308,28,04/22/2005
3309,28,09/04/2008
3310,33,06/18/2007
3311,31,01/27/2007
3312,38,11/29/2005
3313,36,10/19/2010
3314,19,09/22/2010
3315,15,01/23/2011
3316,24,11/03/2009
3317,10,03/13/2007
3318,21,12/10/2008
3319,19,02/27/2008
3320,7,12/27/2009
3321,7,06/18/2008
3322,18,10/08/2005
3323,25,10/30/2008
3324,27,12/15/2005
3325,38,01/24/2008
3326,4,04/24/2007
3327,23,07/08/2010
3328,36,07/03/2007
3329,39,08/24/2006
3330,24,02/20/2011
3331,26,04/16/2009
3332,22,10/07/2009
3333,28,02/02/2011
3334,1,09/25/2010
3335,26,06/14/2006
3336,6,08/03/2008
3337,33,08/19/2010
3338,37,09/06/2006
3339,33,08/24/2006
3340,21,03/15/2010
3341,30,06/06/2006
3342,25,07/12/2005
3343,20,10/15/2010
3344,27,08/10/2005
3345,4,12/08/2010
3346,35,01/29/2010
3347,11,01/01/2011
3348,14,08/10/2008
3349,16,11/25/2005
3350,30,07/13/2008
3351,21,07/11/2011
3352,23,03/27/2007
3353,8,07/24/2011
3354,7,10/11/2006
3355,10,01/08/2011
3356,6,07/29/2008
3357,10,01/19/2010
3358,33,07/12/2005
3359,2,09/18/2009
3360,10,06/15/2010
3361,17,06/27/2007
3362,28,04/06/2007
3363,32,11/17/2007
3364,5,11/13/2009
3365,28,01/04/2005
3366,18,04/05/2006
3367,11,04/26/2008
3368,22,12/26/2010
3369,16,08/21/2008
3370,5,01/07/2006
3371,4,03/05/2005
3372,7,06/22/2005
3373,29,03/03/2011
3374,24,11/21/2009
3375,33,01/10/2007
3376,33,10/12/2010
3377,19,07/02/2005
3378,4,05/12/2005
3379,7,11/03/2005
3380,35,04/14/2005
3381,34,07/04/2009
3382,27,05/14/2005
3383,19,05/27/2006
3384,2,05/21/2009
3385,33,03/24/2010
3386,28,09/20/2006
3387,8,08/12/2005
3388,4,03/04/2006
3389,22,10/12/2008
3390,10,01/17/2009
3391,13,07/20/2008
3392,39,04/21/2009
3393,37,10/30/2007
3394,5,04/04/2009
3395,5,02/02/2011
3396,26,02/25/2008
3397,23,11/17/2008
3398,16,11/18/2008
3399,8,07/13/2011
3400,39,12/21/2005
3401,20,11/12/2006
3402,12,11/03/2006
3403,6,03/28/2007
3404,9,06/15/2006
3405,35,08/24/2007
3406,38,09/11/2006
3407,3,07/26/2008
3408,14,10/17/2005
3409,3,05/22/2006
3410,9,02/23/2010
3411,10,07/23/2011
3412,36,04/08/2011
3413,35,02/28/2007
3414,28,01/05/2009
3415,38,05/26/2007
3416,29,07/13/2005
3417,17,09/19/2009
3418,7,05/24/2011
3419,33,12/19/2006
3420,39,10/16/2006
3421,16,05/07/2006
3422,6,12/27/2006
3423,39,10/31/2008
3424,14,05/22/2010
3425,11,02/02/2007
3426,4,03/21/2006
3427,39,01/18/2011
3428,34,09/23/2007
3429,20,03/03/2011
3430,8,07/31/2008
3431,33,06/30/2010
3432,39,04/07/2008
3433,20,12/15/2008
3434,38,06/23/2010
3435,9,04/19/2008
3436,15,08/21/2007
3437,37,11/06/2007
3438,11,05/10/2008
3439,29,02/10/2008
3440,39,10/19/2010
3441,20,10/01/2009
3442,38,09/20/2007
3443,36,11/19/2009
3444,16,06/18/2008
3445,27,10/06/2007
3446,35,01/07/2009
3447,5,01/15/2010
3448,5,08/02/2010
3449,2,02/11/2009
3450,37,04/05/2011
3451,4,03/12/2005
3452,18,04/20/2010
3453,4,12/01/2010
3454,3,11/27/2007
3455,32,07/31/2011
3456,15,11/20/2008
3457,7,10/17/2006
3458,32,09/01/2007
3459,10,04/19/2005
3460,27,09/01/2009
3461,39,06/04/2009
3462,3,07/24/2011
3463,27,01/06/2006
3464,20,10/03/2007
3465,2,09/25/2011
3466,36,11/25/2009
3467,34,05/31/2008
3468,39,11/08/2009
3469,7,03/14/2009
3470,23,02/23/2008
3471,38,04/26/2007
3472,27,05/18/2011
3473,22,01/07/2011
3474,35,04/29/2006
3475,3,08/21/2011
3476,10,07/14/2006
3477,31,12/05/2006
3478,8,10/11/2011
3479,14,07/04/2011
3480,33,04/24/2005
3481,6,03/30/2007
3482,18,08/28/2005
3483,11,03/12/2005
3484,10,11/14/2005
3485,21,03/05/2010
3486,3,10/31/2007
3487,24,06/02/2010
3488,28,04/01/2010
3489,34,10/12/2005
3490,34,05/31/2008
3491,15,09/12/2010
3492,34,09/27/2005
3493,36,05/05/2011
3494,2,10/31/2008
3495,14,02/18/2010
3496,38,02/10/2011
3497,37,02/23/2010
3498,9,09/05/2007
3499,37,12/12/2005
3500,5,02/27/2006
3501,32,07/21/2008
3502,36,01/29/2005
3503,31,01/19/2011
3504,15,12/20/2005
3505,32,11/09/2005
3506,34,12/01/2007
3507,24,01/27/2008
3508,23,08/16/2007
3509,2,04/08/2009
3510,38,11/25/2008
3511,16,04/03/2011
3512,8,06/16/2006
3513,16,10/05/2006
3514,27,05/31/2009
3515,17,06/14/2008
3516,37,11/14/2008
3517,29,02/07/2011
3518,1,12/22/2010
3519,25,09/26/2009
3520,24,01/26/2011
3521,34,05/20/2009
3522,1,05/31/2010
3523,19,04/14/2009
3524,31,03/08/2006
3525,2,10/18/2009
3526,32,04/10/2005
3527,30,02/06/2009
3528,39,06/11/2011
3529,2,01/06/2006
3530,27,11/09/2005
3531,4,02/21/2011
3532,33,02/02/2005
3533,24,01/02/2006
3534,35,10/12/2006
3535,8,07/18/2006
3536,16,05/31/2008
3537,30,10/17/2010
3538,32,08/24/2006
3539,39,10/07/2007
3540,32,06/13/2007
3541,31,01/05/2009
3542,15,11/24/2009
3543,39,02/16/2010
3544,7,06/11/2011
3545,2,05/02/2010
3546,16,12/23/2005
3547,5,10/01/2008
3548,31,04/01/2007
3549,17,12/29/2006
3550,29,05/18/2011
3551,16,02/21/2009
3552,12,12/05/2006
3553,29,12/06/2008
3554,34,02/20/2010
3555,3,11/16/2008
3556,31,07/08/2005
3557,27,07/21/2009
3558,33,05/24/2010
3559,31,01/09/2008
3560,28,08/11/2011
3561,20,08/17/2008
3562,35,06/12/2008
3563,22,08/18/2007
3564,5,12/01/2006
3565,30,12/11/2006
3566,30,04/23/2005
3567,20,11/29/2009
3568,21,05/24/2008
3569,22,04/29/2005
3570,20,08/26/2009
3571,13,07/26/2008
3572,13,01/03/2009
3573,34,07/22/2009
3574,12,03/29/2007
3575,20,09/27/2010
3576,36,10/07/2006
3577,27,10/02/2007
3578,24,03/02/2011
3579,28,09/30/2011
3580,5,03/15/2009
3581,14,12/01/2006
3582,4,07/08/2007
3583,16,02/21/2006
3584,4,10/05/2011
3585,38,03/05/2006
3586,19,08/07/2010
3587,35,03/05/2010
3588,25,04/28/2007
3589,12,09/14/2008
3590,26,05/27/2007
3591,14,04/09/2009
3592,32,04/13/2008
3593,21,07/13/2007
3594,35,01/08/2005
3595,36,08/14/2009
3596,12,11/05/2009
3597,26,06/28/2011
3598,17,03/28/2006
3599,32,08/13/2011
3600,8,04/29/2011
3601,36,10/24/2008
3602,5,03/25/2008
3603,21,03/15/2011
3604,31,09/28/2011
3605,17,07/09/2009
3606,2,04/08/2008
3607,28,06/12/2005
3608,5,12/06/2008
3609,26,08/23/2006
3610,16,09/30/2008
3611,9,08/10/2008
3612,39,11/30/2009
3613,20,05/09/2005
3614,24,07/22/2010
3615,4,01/31/2011
3616,18,03/23/2007
3617,3,11/18/2010
3618,38,08/14/2008
3619,4,01/18/2007
3620,15,10/16/2010
3621,24,11/11/2008
3622,17,02/25/2005
3623,7,03/04/2010
3624,6,07/18/2009
3625,13,01/05/2009
3626,3,09/13/2005
3627,17,10/10/2006
3628,38,04/12/2009
3629,20,05/01/2010
3630,9,11/01/2008
3631,7,12/02/2006
3632,16,07/31/2009
3633,14,08/23/2007
3634,28,07/01/2005
3635,8,12/29/2005
3636,31,07/23/2008
3637,29,06/02/2005
3638,35,03/22/2006
3639,35,04/02/2007
3640,15,06/08/2005
3641,12,09/06/2005
3642,5,03/26/2008
3643,15,12/22/2007
3644,31,03/09/2011
3645,29,07/15/2005
3646,18,02/13/2008
3647,10,09/13/2011
3648,32,04/30/2009
3649,17,09/16/2007
3650,14,03/14/2011
3651,7,02/06/2006
3652,2,03/09/2011
3653,31,01/24/2005
3654,13,06/09/2005
3655,7,01/10/2006
3656,4,06/11/2005
3657,16,12/24/2005
3658,23,06/10/2009
3659,3,12/20/2009
3660,35,04/21/2010
3661,32,12/28/2009
3662,10,05/25/2006
3663,12,08/05/2011
3664,7,03/17/2006
3665,37,08/16/2005
3666,19,05/23/2009
3667,37,12/21/2009
3668,26,01/02/2011
3669,14,03/18/2005
3670,33,10/13/2011
3671,2,11/25/2008
3672,26,12/13/2006
3673,37,09/09/2010
3674,16,04/21/2006
3675,17,12/24/2009
3676,27,04/30/2005
3677,33,02/10/2011
3678,27,07/03/2011
3679,19,02/20/2011
3680,11,03/19/2010
3681,1,04/27/2005
3682,25,02/26/2008
3683,12,07/11/2010
3684,31,08/09/2007
3685,37,11/16/2006
3686,18,02/11/2010
3687,35,04/05/2005
3688,14,02/20/2006
3689,1,12/15/2008
3690,38,12/02/2010
3691,9,11/16/2010
3692,33,07/26/2009
3693,9,02/13/2010
3694,20,09/27/2007
3695,39,02/20/2010
3696,6,10/23/2010
3697,39,05/16/2008
3698,37,05/19/2007
3699,32,11/22/2007
3700,13,04/03/2008
3701,31,06/20/2006
3702,33,10/22/2011
3703,38,10/27/2010
3704,29,05/28/2009
3705,10,08/31/2008
3706,16,03/04/2006
3707,16,04/15/2009
3708,4,06/15/2005
3709,4,04/02/2008
3710,34,12/07/2008
3711,14,08/20/2011
3712,4,07/25/2010
3713,19,06/14/2007
3714,25,12/14/2006
3715,35,09/14/2009
3716,17,09/20/2007
3717,3,09/19/2009
3718,31,01/04/2006
3719,30,08/01/2008
3720,4,03/26/2009
3721,30,07/01/2008
3722,39,09/26/2011
3723,37,05/22/2009
3724,38,04/11/2005
3725,20,05/28/2010
3726,37,01/11/2010
3727,5,06/11/2007
3728,19,06/07/2010
3729,34,02/07/2010
3730,36,11/13/2006
3731,32,11/16/2005
3732,26,08/07/2007
3733,30,11/25/2010
3734,31,03/18/2006
3735,15,04/13/2005
3736,39,03/21/2006
3737,7,04/22/2010
3738,30,11/15/2007
3739,4,12/10/2006
3740,11,05/07/2007
3741,24,03/07/2005
3742,17,04/30/2008
3743,14,06/06/2011
3744,4,04/01/2008
3745,2,04/29/2008
3746,10,05/04/2010
3747,21,12/07/2006
3748,5,09/14/2011
3749,2,05/13/2005
3750,12,12/04/2005
3751,9,05/15/2005
3752,31,04/02/2011
3753,11,10/08/2009
3754,6,08/01/2007
3755,29,11/24/2009
3756,30,12/08/2009
3757,3,09/04/2009
3758,33,07/20/2009
3759,10,07/05/2006
3760,37,02/24/2005
3761,30,03/28/2009
3762,2,06/17/2006
3763,23,06/06/2007
3764,21,01/26/2009
3765,32,01/19/2006
3766,38,12/03/2008
3767,21,02/09/2010
3768,39,03/27/2008
3769,28,06/07/2010
3770,24,07/30/2008
3771,10,11/03/2007
3772,13,03/12/2011
3773,2,12/04/2009
3774,24,12/19/2009
3775,17,04/21/2007
3776,3,09/20/2007
3777,34,05/31/2008
3778,37,12/26/2008
3779,8,07/17/2008
3780,35,07/20/2006
3781,9,05/12/2008
3782,16,12/16/2010
3783,27,04/27/2011
3784,20,10/10/2009
3785,22,08/19/2008
3786,16,06/21/2009
3787,11,12/27/2008
3788,25,12/09/2009
3789,10,06/12/2011
3790,20,03/15/2007
3791,22,12/17/2007
3792,1,07/20/2011
3793,22,04/16/2010
3794,6,05/29/2011
3795,21,10/07/2009
3796,14,05/12/2007
3797,4,08/30/2010
3798,2,05/23/2006
3799,14,12/25/2009
3800,32,11/18/2009
3801,25,02/01/2007
3802,24,07/11/2006
3803,6,10/25/2007
3804,26,08/01/2008
3805,8,08/04/2011
3806,22,04/30/2010
3807,29,07/09/2005
3808,3,01/19/2011
3809,20,12/04/2005
3810,37,10/08/2005
3811,37,12/04/2010
3812,29,12/17/2008
3813,14,02/26/2007
3814,24,04/27/2006
3815,9,10/08/2010
3816,36,08/01/2007
3817,1,09/13/2007
3818,19,05/06/2007
3819,21,12/09/2008
3820,11,01/29/2011
3821,39,06/06/2007
3822,4,04/27/2009
3823,11,11/17/2007
3824,21,08/10/2008
3825,9,12/12/2008
3826,31,07/31/2006
3827,35,10/11/2011
3828,13,08/27/2009
3829,33,02/10/2008
3830,9,04/13/2007
3831,6,04/25/2007
3832,19,07/06/2007
3833,32,07/30/2005
3834,11,10/17/2005
3835,6,09/06/2008
3836,1,09/05/2008
3837,33,06/11/2005
3838,35,09/04/2007
3839,3,12/13/2008
3840,14,04/17/2008
3841,32,04/23/2011
3842,1,12/27/2010
3843,3,12/03/2006
3844,7,01/05/2011
3845,24,08/30/2011
3846,11,01/19/2011
3847,3,03/11/2007
3848,25,03/18/2010
3849,30,10/08/2010
3850,23,04/03/2009
3851,35,01/12/2009
3852,29,08/27/2007
3853,26,08/12/2009
3854,7,09/05/2006
3855,10,08/06/2011
3856,35,07/10/2006
3857,37,07/12/2007
3858,5,07/07/2011
3859,8,09/12/2009
3860,31,03/25/2006
3861,14,11/27/2010
3862,14,07/30/2011
3863,10,10/28/2007
3864,6,03/16/2007
3865,24,04/15/2010
3866,15,06/04/2007
3867,7,03/12/2008
3868,18,01/04/2010
3869,10,12/28/2006
3870,9,06/01/2007
3871,31,05/07/2005
3872,3,05/08/2010
3873,10,07/26/2005
3874,33,10/10/2010
3875,9,10/31/2007
3876,34,02/22/2009
3877,5,11/14/2008
3878,12,01/31/2011
3879,19,07/25/2005
3880,34,09/26/2007
3881,34,05/20/2006
3882,15,07/23/2006
3883,23,06/16/2011
3884,21,12/12/2008
3885,21,01/07/2010
3886,32,05/05/2009
3887,16,08/08/2009
3888,19,12/26/2007
3889,37,01/17/2008
3890,24,09/20/2011
3891,10,11/15/2005
3892,11,03/14/2011
3893,37,01/20/2010
3894,20,12/04/2007
3895,17,08/31/2009
3896,22,12/31/2009
3897,35,04/01/2010
3898,23,03/19/2008
3899,39,02/27/2006
3900,6,01/29/2005
3901,31,03/21/2010
3902,31,03/11/2008
3903,8,02/15/2011
3904,1,02/02/2011
3905,24,06/17/2009
3906,17,04/22/2006
3907,35,11/03/2006
3908,28,12/22/2009
3909,28,08/27/2005
3910,14,03/28/2007
3911,22,04/02/2010
3912,23,08/11/2005
3913,28,05/28/2009
3914,6,11/08/2007
3915,4,03/11/2005
3916,10,05/11/2005
3917,37,12/04/2010
3918,20,07/07/2010
3919,28,05/04/2007
3920,35,02/07/2008
3921,4,01/10/2006
3922,38,04/28/2007
3923,6,04/10/2006
3924,2,05/16/2007
3925,18,10/05/2010
3926,22,08/21/2009
3927,23,01/15/2006
3928,13,04/03/2011
3929,5,05/23/2011
3930,23,10/14/2010
3931,18,06/14/2007
3932,36,04/28/2008
3933,14,09/23/2005
3934,26,07/13/2007
3935,37,12/26/2009
3936,37,05/19/2010
3937,3,09/14/2011
3938,32,04/09/2009
3939,26,05/23/2011
3940,31,09/24/2008
3941,7,10/02/2007
3942,8,04/15/2005
3943,15,07/31/2011
3944,34,07/26/2010
3945,13,01/04/2008
3946,19,12/25/2010
3947,4,07/02/2011
3948,11,05/10/2005
3949,38,10/29/2005
3950,32,01/05/2007
3951,6,03/29/2010
3952,3,01/15/2006
3953,30,08/23/2010
3954,12,08/01/2006
3955,4,05/13/2007
3956,9,01/24/2006
3957,33,03/17/2010
3958,27,09/10/2011
3959,22,01/28/2011
3960,38,06/26/2005
3961,10,09/13/2008
3962,39,11/02/2009
3963,34,08/31/2008
3964,23,03/27/2010
3965,26,01/16/2007
3966,32,07/01/2008
3967,21,03/18/2005
3968,29,07/20/2005
3969,24,06/09/2010
3970,7,04/22/2008
3971,20,09/21/2011
3972,30,03/02/2010
3973,15,12/24/2009
3974,35,09/28/2005
3975,25,01/30/2008
3976,28,08/26/2008
3977,14,08/06/2009
3978,29,11/13/2007
3979,39,09/08/2005
3980,12,06/29/2011
3981,22,11/29/2009
3982,5,07/23/2007
3983,15,02/27/2010
3984,12,03/15/2008
3985,16,08/20/2011
3986,19,10/26/2007
3987,21,09/25/2011
3988,10,03/29/2010
3989,6,10/09/2007
3990,3,07/24/2010
3991,8,08/08/2010
3992,16,05/16/2005
3993,3,10/24/2008
3994,2,07/20/2009
