invoiceID,prodID,amt,qty,discounted,customerID,saleDate
1118,25,1735,6,0,34,02/08/2006
1118,34,3745.3,11,0,34,02/08/2006
1118,40,2809.9,14,0,34,02/08/2006
1119,13,8595.8,20,0,16,10/14/2010
1119,16,2765.8,6,0,16,10/14/2010
1119,24,5364,18,0,16,10/14/2010
1119,26,565,2,0,16,10/14/2010
1119,48,4921.6,14,0,16,10/14/2010
1120,23,4666,20,0,8,05/21/2009
1120,36,2768,6,0,8,05/21/2009
1120,42,1119.3,2,0,8,05/21/2009
1120,46,1555.5,3,0,8,05/21/2009
1120,48,5624.6,16,0,8,05/21/2009
1121,4,1003.6,4,0,7,06/29/2007
1121,5,3406,12,0,7,06/29/2007
1122,4,5018.2,20,0,37,02/05/2006
1122,17,5768.2,20,0,37,02/05/2006
1122,26,2825.1,10,0,37,02/05/2006
1122,33,5935.5,15,0,37,02/05/2006
1122,39,5118.4,17,0,37,02/05/2006
1122,44,2751.8,14,0,37,02/05/2006
1122,46,8295.8,16,0,37,02/05/2006
1123,3,4716,19,0,10,04/11/2009
1123,18,8668.6,19,0,10,04/11/2009
1123,19,746.8,6,0,10,04/11/2009
1123,25,2891.7,10,0,10,04/11/2009
1123,47,2547.9,18,0,10,04/11/2009
1124,12,2743.9,10,0,16,08/19/2007
1124,13,5587.3,13,0,16,08/19/2007
1124,23,1633.1,7,0,16,08/19/2007
1124,37,6430.3,11,0,16,08/19/2007
1125,14,1289.8,3,0,32,01/22/2009
1125,22,4886.1,10,0,32,01/22/2009
1125,37,1753.7,3,0,32,01/22/2009
1126,20,3483.9,15,0,12,07/30/2005
1126,23,3266.2,14,0,12,07/30/2005
1126,24,596,2,0,12,07/30/2005
1126,32,820.3,2,0,12,07/30/2005
1126,35,6220.5,11,0,12,07/30/2005
1126,39,4817.3,16,0,12,07/30/2005
1126,44,786.2,4,0,12,07/30/2005
1127,10,3918.2,7,0,10,08/21/2007
1127,14,3009.6,7,0,10,08/21/2007
1127,15,1111.9,7,0,10,08/21/2007
1127,18,8668.6,19,0,10,08/21/2007
1127,29,8117.6,16,0,10,08/21/2007
1127,45,4455.4,9,0,10,08/21/2007
1128,2,7136.9,14,0,16,04/04/2006
1128,28,4924.9,9,0,16,04/04/2006
1128,32,1640.7,4,0,16,04/04/2006
1129,2,1529.3,3,0,33,08/04/2011
1129,6,5556.5,16,0,33,08/04/2011
1129,15,2064.9,13,0,33,08/04/2011
1129,16,3687.7,8,0,33,08/04/2011
1129,18,3649.9,8,0,33,08/04/2011
1129,26,2542.6,9,0,33,08/04/2011
1129,46,2074,4,0,33,08/04/2011
1129,47,566.2,4,0,33,08/04/2011
1130,6,6945.6,20,0,19,08/25/2005
1130,10,6157.1,11,0,19,08/25/2005
1130,15,317.7,2,0,19,08/25/2005
1130,17,4903,17,0,19,08/25/2005
1130,22,8795,18,0,19,08/25/2005
1130,37,11691.4,20,0,19,08/25/2005
1131,11,3188.7,9,0,28,01/17/2006
1131,16,6914.4,15,0,28,01/17/2006
1131,39,2107.6,7,0,28,01/17/2006
1131,40,1204.3,6,0,28,01/17/2006
1132,15,2541.4,16,0,1,07/31/2007
1132,17,1442,5,0,1,07/31/2007
1132,39,5118.4,17,0,1,07/31/2007
1132,44,1965.6,10,0,1,07/31/2007
1133,11,1771.5,5,0,14,05/18/2005
1133,19,1244.6,10,0,14,05/18/2005
1133,23,2333,10,0,14,05/18/2005
1133,26,3955.1,14,0,14,05/18/2005
1133,40,602.1,3,0,14,05/18/2005
1134,2,4078.2,8,0,37,02/02/2006
1134,8,1168.7,2,0,37,02/02/2006
1134,21,6791.4,12,0,37,02/02/2006
1134,22,6840.5,14,0,37,02/02/2006
1134,38,2720.6,12,0,37,02/02/2006
1134,45,5445.4,11,0,37,02/02/2006
1134,47,2406.3,17,0,37,02/02/2006
1135,4,3261.8,13,0,13,10/25/2008
1135,8,7012,12,0,13,10/25/2008
1135,16,2304.8,5,0,13,10/25/2008
1135,17,865.2,3,0,13,10/25/2008
1135,22,2931.7,6,0,13,10/25/2008
1135,32,2461,6,0,13,10/25/2008
1135,42,6156.4,11,0,13,10/25/2008
1136,2,9685.8,19,0,14,04/22/2011
1136,7,2618,6,0,14,04/22/2011
1136,10,10635.1,19,0,14,04/22/2011
1136,12,4115.9,15,0,14,04/22/2011
1136,21,1131.9,2,0,14,04/22/2011
1136,22,8306.4,17,0,14,04/22/2011
1136,23,2333,10,0,14,04/22/2011
1136,46,7777.4,15,0,14,04/22/2011
1137,5,567.7,2,0,37,10/11/2005
1137,12,1920.7,7,0,37,10/11/2005
1137,25,1735,6,0,37,10/11/2005
1137,42,6716,12,0,37,10/11/2005
1137,43,6435,13,0,37,10/11/2005
1138,7,3054.3,7,0,4,06/27/2007
1138,14,8168.9,19,0,4,06/27/2007
1138,35,11310,20,0,4,06/27/2007
1138,36,7842.8,17,0,4,06/27/2007
1138,39,1505.4,5,0,4,06/27/2007
1138,48,3163.9,9,0,4,06/27/2007
1139,1,824.9,5,0,36,01/07/2008
1139,9,5320.1,18,0,36,01/07/2008
1139,15,2382.6,15,0,36,01/07/2008
1139,19,1742.4,14,0,36,01/07/2008
1139,20,1393.6,6,0,36,01/07/2008
1139,38,3627.5,16,0,36,01/07/2008
1139,46,5184.9,10,0,36,01/07/2008
1140,7,7853.9,18,0,19,01/03/2009
1140,15,1747.2,11,0,19,01/03/2009
1140,18,5018.6,11,0,19,01/03/2009
1140,32,2050.8,5,0,19,01/03/2009
1140,34,1021.4,3,0,19,01/03/2009
1141,17,3749.3,13,0,19,06/23/2007
1141,18,8668.6,19,0,19,06/23/2007
1141,23,3966.1,17,0,19,06/23/2007
1141,24,1192,4,0,19,06/23/2007
1141,30,2833.2,10,0,19,06/23/2007
1141,41,1553,9,0,19,06/23/2007
1142,5,567.7,2,0,3,06/24/2005
1142,6,5209.2,15,0,3,06/24/2005
1142,19,871.2,7,0,3,06/24/2005
1142,32,5332.2,13,0,3,06/24/2005
1142,33,1978.5,5,0,3,06/24/2005
1142,38,2040.5,9,0,3,06/24/2005
1143,18,4562.4,10,0,21,04/22/2007
1143,33,5935.5,15,0,21,04/22/2007
1143,35,10179,18,0,21,04/22/2007
1144,5,5676.6,20,0,16,11/09/2005
1144,11,3188.7,9,0,16,11/09/2005
1144,46,8295.8,16,0,16,11/09/2005
1145,18,5931.1,13,0,13,01/11/2009
1145,27,6069.1,18,0,13,01/11/2009
1145,32,1640.7,4,0,13,01/11/2009
1145,35,7917,14,0,13,01/11/2009
1145,36,5997.4,13,0,13,01/11/2009
1145,41,1553,9,0,13,01/11/2009
1145,48,4570,13,0,13,01/11/2009
1146,10,8955.8,16,0,23,09/10/2008
1146,11,2480.1,7,0,23,09/10/2008
1146,13,2148.9,5,0,23,09/10/2008
1146,22,2443.1,5,0,23,09/10/2008
1146,23,4432.7,19,0,23,09/10/2008
1146,37,4092,7,0,23,09/10/2008
1146,48,1054.6,3,0,23,09/10/2008
1147,1,2639.5,16,0,24,03/07/2009
1147,7,5672.3,13,0,24,03/07/2009
1147,10,5037.7,9,0,24,03/07/2009
1147,21,4527.6,8,0,24,03/07/2009
1147,39,3311.9,11,0,24,03/07/2009
1147,43,5445,11,0,24,03/07/2009
1148,7,3927,9,0,20,02/06/2005
1148,21,4527.6,8,0,20,02/06/2005
1148,27,4720.4,14,0,20,02/06/2005
1148,28,2736.1,5,0,20,02/06/2005
1148,32,2461,6,0,20,02/06/2005
1148,43,9405,19,0,20,02/06/2005
1149,4,1505.5,6,0,17,12/30/2009
1149,11,3188.7,9,0,17,12/30/2009
1149,24,5066,17,0,17,12/30/2009
1149,25,5783.4,20,0,17,12/30/2009
1149,28,1641.6,3,0,17,12/30/2009
1149,29,5073.5,10,0,17,12/30/2009
1150,9,5911.2,20,0,1,06/07/2007
1150,14,5589.2,13,0,1,06/07/2007
1150,15,1588.4,10,0,1,06/07/2007
1150,29,8117.6,16,0,1,06/07/2007
1150,33,1978.5,5,0,1,06/07/2007
1150,36,4152.1,9,0,1,06/07/2007
1150,39,6021.6,20,0,1,06/07/2007
1151,10,10635.1,19,0,28,07/26/2006
1151,25,5783.4,20,0,28,07/26/2006
1151,32,7793.2,19,0,28,07/26/2006
1151,33,2374.2,6,0,28,07/26/2006
1151,37,6430.3,11,0,28,07/26/2006
1151,45,1485.1,3,0,28,07/26/2006
1152,20,4180.7,18,0,24,06/03/2010
1152,36,4152.1,9,0,24,06/03/2010
1153,8,3506,6,0,38,02/01/2007
1153,22,4397.5,9,0,38,02/01/2007
1153,26,1130,4,0,38,02/01/2007
1153,29,8117.6,16,0,38,02/01/2007
1153,46,4147.9,8,0,38,02/01/2007
1154,2,1529.3,3,0,37,03/13/2011
1154,31,1226.4,3,0,37,03/13/2011
1154,34,6809.6,20,0,37,03/13/2011
1154,40,1003.5,5,0,37,03/13/2011
1155,12,1920.7,7,0,39,03/06/2006
1155,20,2322.6,10,0,39,03/06/2006
1155,29,3551.4,7,0,39,03/06/2006
1155,30,2549.9,9,0,39,03/06/2006
1155,35,1131,2,0,39,03/06/2006
1155,44,786.2,4,0,39,03/06/2006
1156,1,1319.8,8,0,30,11/22/2009
1156,10,10635.1,19,0,30,11/22/2009
1156,11,7086,20,0,30,11/22/2009
1156,16,2304.8,5,0,30,11/22/2009
1156,21,10753,19,0,30,11/22/2009
1156,44,1375.9,7,0,30,11/22/2009
1157,1,1814.7,11,0,10,10/21/2006
1158,8,5259,9,0,10,01/26/2010
1158,9,2955.6,10,0,10,01/26/2010
1158,28,3830.5,7,0,10,01/26/2010
1159,3,4467.8,18,0,6,04/03/2010
1159,20,3251.6,14,0,6,04/03/2010
1159,36,1384,3,0,6,04/03/2010
1159,48,3866.9,11,0,6,04/03/2010
1160,19,1742.4,14,0,4,03/06/2007
1160,21,7923.3,14,0,4,03/06/2007
1160,22,2931.7,6,0,4,03/06/2007
1160,30,4816.4,17,0,4,03/06/2007
1160,45,7920.6,16,0,4,03/06/2007
1161,4,3763.7,15,0,28,12/04/2009
1161,7,872.7,2,0,28,12/04/2009
1161,30,5099.8,18,0,28,12/04/2009
1161,37,6430.3,11,0,28,12/04/2009
1161,48,4921.6,14,0,28,12/04/2009
1162,4,2258.2,9,0,34,08/31/2005
1162,5,2270.6,8,0,34,08/31/2005
1162,12,1097.6,4,0,34,08/31/2005
1162,36,5074.7,11,0,34,08/31/2005
1162,48,1406.2,4,0,34,08/31/2005
1163,9,2068.9,7,0,4,07/27/2008
1163,11,6377.4,18,0,4,07/27/2008
1163,27,1685.8,5,0,4,07/27/2008
1163,43,4950,10,0,4,07/27/2008
1164,1,2309.6,14,0,2,10/09/2010
1164,40,1405,7,0,2,10/09/2010
1165,1,3299.4,20,0,31,11/17/2007
1165,4,3010.9,12,0,31,11/17/2007
1165,20,1858.1,8,0,31,11/17/2007
1165,36,9226.8,20,0,31,11/17/2007
1165,38,906.9,4,0,31,11/17/2007
1166,1,2969.5,18,0,16,08/28/2009
1166,7,8290.3,19,0,16,08/28/2009
1166,17,2018.9,7,0,16,08/28/2009
1166,18,1368.7,3,0,16,08/28/2009
1167,2,4588,9,0,16,11/22/2005
1167,15,635.4,4,0,16,11/22/2005
1167,30,5383.1,19,0,16,11/22/2005
1167,31,4496.9,11,0,16,11/22/2005
1168,11,6023.1,17,0,28,02/18/2010
1168,18,912.5,2,0,28,02/18/2010
1168,19,1244.6,10,0,28,02/18/2010
1168,22,2931.7,6,0,28,02/18/2010
1168,24,5364,18,0,28,02/18/2010
1168,35,5655,10,0,28,02/18/2010
1168,41,1035.4,6,0,28,02/18/2010
1169,27,4046,12,0,20,08/19/2010
1169,48,7030.8,20,0,20,08/19/2010
1170,7,6981.3,16,0,13,09/24/2010
1170,8,8180.6,14,0,13,09/24/2010
1170,22,6840.5,14,0,13,09/24/2010
1170,34,1361.9,4,0,13,09/24/2010
1170,36,8304.1,18,0,13,09/24/2010
1170,46,6740.4,13,0,13,09/24/2010
1171,4,752.7,3,0,8,10/06/2008
1171,7,6981.3,16,0,8,10/06/2008
1171,14,6449.1,15,0,8,10/06/2008
1171,25,867.5,3,0,8,10/06/2008
1171,31,2452.9,6,0,8,10/06/2008
1171,34,4085.8,12,0,8,10/06/2008
1171,36,6458.8,14,0,8,10/06/2008
1171,38,2720.6,12,0,8,10/06/2008
1172,2,3058.7,6,0,38,03/18/2011
1172,13,2148.9,5,0,38,03/18/2011
1172,17,576.8,2,0,38,03/18/2011
1172,24,3874,13,0,38,03/18/2011
1172,26,847.5,3,0,38,03/18/2011
1172,37,2338.3,4,0,38,03/18/2011
1172,42,11193.4,20,0,38,03/18/2011
1172,44,1769,9,0,38,03/18/2011
1173,2,1019.6,2,0,15,11/30/2008
1173,6,1389.1,4,0,15,11/30/2008
1173,12,5213.4,19,0,15,11/30/2008
1173,37,1169.1,2,0,15,11/30/2008
1174,3,496.4,2,0,29,04/07/2007
1174,6,6598.3,19,0,29,04/07/2007
1174,16,8758.2,19,0,29,04/07/2007
1174,17,5768.2,20,0,29,04/07/2007
1174,18,7299.8,16,0,29,04/07/2007
1174,24,4172,14,0,29,04/07/2007
1174,26,2260.1,8,0,29,04/07/2007
1174,29,9639.6,19,0,29,04/07/2007
1174,35,6786,12,0,29,04/07/2007
1175,1,824.9,5,0,15,09/23/2006
1175,8,5259,9,0,15,09/23/2006
1175,9,3842.3,13,0,15,09/23/2006
1175,13,5157.5,12,0,15,09/23/2006
1175,30,1983.2,7,0,15,09/23/2006
1175,46,1555.5,3,0,15,09/23/2006
1175,47,1274,9,0,15,09/23/2006
1176,22,7329.1,15,0,28,09/09/2007
1176,29,3044.1,6,0,28,09/09/2007
1176,46,9851.3,19,0,28,09/09/2007
1177,17,4614.6,16,0,12,03/14/2008
1177,26,2542.6,9,0,12,03/14/2008
1177,48,2812.3,8,0,12,03/14/2008
1178,2,9176,18,0,38,07/18/2008
1178,43,1485,3,0,38,07/18/2008
1179,6,6945.6,20,0,9,09/02/2008
1179,10,7836.4,14,0,9,09/02/2008
1179,28,4377.7,8,0,9,09/02/2008
1179,32,4101.7,10,0,9,09/02/2008
1179,47,2406.3,17,0,9,09/02/2008
1180,6,2083.7,6,0,28,04/11/2011
1180,13,2148.9,5,0,28,04/11/2011
1180,20,2090.3,9,0,28,04/11/2011
1180,36,2306.7,5,0,28,04/11/2011
1181,9,2955.6,10,0,38,12/07/2008
1181,11,3188.7,9,0,38,12/07/2008
1181,17,2018.9,7,0,38,12/07/2008
1181,20,2554.9,11,0,38,12/07/2008
1181,23,3266.2,14,0,38,12/07/2008
1181,26,3672.6,13,0,38,12/07/2008
1181,28,1094.4,2,0,38,12/07/2008
1181,31,8176.2,20,0,38,12/07/2008
1181,34,1021.4,3,0,38,12/07/2008
1181,37,7599.4,13,0,38,12/07/2008
1181,42,7835.4,14,0,38,12/07/2008
1182,2,5097.8,10,0,36,02/22/2006
1182,4,1003.6,4,0,36,02/22/2006
1182,10,1119.5,2,0,36,02/22/2006
1182,11,2125.8,6,0,36,02/22/2006
1182,13,4727.7,11,0,36,02/22/2006
1182,25,5205.1,18,0,36,02/22/2006
1182,34,681,2,0,36,02/22/2006
1183,6,2431,7,0,13,05/27/2011
1183,26,3107.6,11,0,13,05/27/2011
1183,28,4377.7,8,0,13,05/27/2011
1183,31,7767.4,19,0,13,05/27/2011
1184,1,2474.6,15,0,37,10/24/2008
1184,2,4078.2,8,0,37,10/24/2008
1184,8,9933.6,17,0,37,10/24/2008
1184,12,3292.7,12,0,37,10/24/2008
1184,21,7923.3,14,0,37,10/24/2008
1184,27,2360.2,7,0,37,10/24/2008
1184,37,6430.3,11,0,37,10/24/2008
1185,6,1736.4,5,0,34,07/11/2005
1185,11,2125.8,6,0,34,07/11/2005
1185,22,2931.7,6,0,34,07/11/2005
1185,36,922.7,2,0,34,07/11/2005
1185,37,6430.3,11,0,34,07/11/2005
1186,18,7299.8,16,0,12,08/17/2009
1186,31,3679.3,9,0,12,08/17/2009
1186,37,3507.4,6,0,12,08/17/2009
1186,41,3451.2,20,0,12,08/17/2009
1186,43,7920,16,0,12,08/17/2009
1187,9,4433.4,15,0,27,02/27/2007
1187,30,2833.2,10,0,27,02/27/2007
1188,19,1244.6,10,0,4,12/02/2009
1188,23,1633.1,7,0,4,12/02/2009
1188,30,2833.2,10,0,4,12/02/2009
1188,35,8482.5,15,0,4,12/02/2009
1188,37,1169.1,2,0,4,12/02/2009
1189,8,8180.6,14,0,22,08/25/2008
1189,17,1730.5,6,0,22,08/25/2008
1189,23,2566.3,11,0,22,08/25/2008
1189,24,596,2,0,22,08/25/2008
1189,33,791.4,2,0,22,08/25/2008
1189,35,6220.5,11,0,22,08/25/2008
1190,10,2239,4,0,33,01/22/2008
1190,16,3687.7,8,0,33,01/22/2008
1190,17,3460.9,12,0,33,01/22/2008
1190,21,11319,20,0,33,01/22/2008
1190,26,2542.6,9,0,33,01/22/2008
1190,33,6331.2,16,0,33,01/22/2008
1190,46,7258.9,14,0,33,01/22/2008
1191,4,1756.4,7,0,7,11/05/2006
1191,28,1094.4,2,0,7,11/05/2006
1191,33,4352.7,11,0,7,11/05/2006
1191,36,7842.8,17,0,7,11/05/2006
1191,38,1133.6,5,0,7,11/05/2006
1192,19,622.3,5,0,10,06/10/2009
1192,22,6840.5,14,0,10,06/10/2009
1192,24,2384,8,0,10,06/10/2009
1192,26,2825.1,10,0,10,06/10/2009
1192,30,1133.3,4,0,10,06/10/2009
1192,33,4352.7,11,0,10,06/10/2009
1192,36,2768,6,0,10,06/10/2009
1192,43,8910,18,0,10,06/10/2009
1192,47,424.6,3,0,10,06/10/2009
1193,23,1866.4,8,0,28,06/27/2007
1193,37,9937.7,17,0,28,06/27/2007
1193,41,1725.6,10,0,28,06/27/2007
1193,42,11193.4,20,0,28,06/27/2007
1194,1,1649.7,10,0,11,06/22/2010
1194,7,7417.6,17,0,11,06/22/2010
1194,17,3460.9,12,0,11,06/22/2010
1194,40,1806.4,9,0,11,06/22/2010
1195,1,1319.8,8,0,12,08/26/2007
1195,2,3058.7,6,0,12,08/26/2007
1195,9,1182.2,4,0,12,08/26/2007
1195,14,4299.4,10,0,12,08/26/2007
1195,32,4101.7,10,0,12,08/26/2007
1196,25,4626.7,16,0,19,11/04/2007
1196,32,820.3,2,0,19,11/04/2007
1196,33,3957,10,0,19,11/04/2007
1196,47,424.6,3,0,19,11/04/2007
1197,5,1703,6,0,27,02/17/2007
1197,14,6449.1,15,0,27,02/17/2007
1197,23,466.6,2,0,27,02/17/2007
1197,28,4377.7,8,0,27,02/17/2007
1197,29,6595.6,13,0,27,02/17/2007
1198,16,3226.7,7,0,27,01/05/2007
1198,27,1685.8,5,0,27,01/05/2007
1198,48,3866.9,11,0,27,01/05/2007
1199,10,4477.9,8,0,8,05/29/2011
1199,17,865.2,3,0,8,05/29/2011
1199,19,497.8,4,0,8,05/29/2011
1199,33,7122.6,18,0,8,05/29/2011
1199,39,3311.9,11,0,8,05/29/2011
1200,15,1111.9,7,0,7,03/14/2006
1200,32,1230.5,3,0,7,03/14/2006
1200,36,8304.1,18,0,7,03/14/2006
1201,7,2618,6,0,1,08/20/2009
1201,8,11686.6,20,0,1,08/20/2009
1201,22,9283.6,19,0,1,08/20/2009
1201,35,9613.5,17,0,1,08/20/2009
1201,41,2933.5,17,0,1,08/20/2009
1202,8,8765,15,0,16,05/27/2006
1202,11,7086,20,0,16,05/27/2006
1202,20,3019.4,13,0,16,05/27/2006
1202,25,4626.7,16,0,16,05/27/2006
1202,26,2825.1,10,0,16,05/27/2006
1202,44,589.7,3,0,16,05/27/2006
1202,45,4950.4,10,0,16,05/27/2006
1203,7,6981.3,16,0,6,03/11/2007
1203,18,5931.1,13,0,6,03/11/2007
1203,21,5659.5,10,0,6,03/11/2007
1203,25,3470,12,0,6,03/11/2007
1203,27,5731.9,17,0,6,03/11/2007
1204,11,4251.6,12,0,15,09/22/2005
1204,22,4886.1,10,0,15,09/22/2005
1204,25,3470,12,0,15,09/22/2005
1204,29,2029.4,4,0,15,09/22/2005
1204,48,1406.2,4,0,15,09/22/2005
1205,11,708.6,2,0,5,05/17/2006
1206,9,2660,9,0,20,10/14/2010
1206,17,576.8,2,0,20,10/14/2010
1206,19,1742.4,14,0,20,10/14/2010
1206,40,1605.7,8,0,20,10/14/2010
1207,24,2384,8,0,3,11/25/2010
1207,39,1505.4,5,0,3,11/25/2010
1207,48,1406.2,4,0,3,11/25/2010
1208,16,8758.2,19,0,17,08/03/2006
1209,5,2838.3,10,0,19,06/10/2010
1209,18,7756.1,17,0,19,06/10/2010
1209,20,696.8,3,0,19,06/10/2010
1209,41,517.7,3,0,19,06/10/2010
1210,6,4514.6,13,0,11,05/09/2008
1210,11,3897.3,11,0,11,05/09/2008
1210,19,497.8,4,0,11,05/09/2008
1210,42,9514.4,17,0,11,05/09/2008
1210,47,2123.2,15,0,11,05/09/2008
1211,2,1529.3,3,0,6,09/29/2006
1211,16,7836.3,17,0,6,09/29/2006
1211,19,1244.6,10,0,6,09/29/2006
1211,28,8208.1,15,0,6,09/29/2006
1212,3,3971.4,16,0,18,03/14/2005
1212,18,3193.7,7,0,18,03/14/2005
1212,20,3251.6,14,0,18,03/14/2005
1212,22,7817.8,16,0,18,03/14/2005
1212,30,3966.5,14,0,18,03/14/2005
1212,32,2050.8,5,0,18,03/14/2005
1212,39,2709.7,9,0,18,03/14/2005
1212,43,3465,7,0,18,03/14/2005
1212,44,1965.6,10,0,18,03/14/2005
1213,3,1489.3,6,0,8,05/21/2011
1213,11,4960.2,14,0,8,05/21/2011
1213,19,1991.4,16,0,8,05/21/2011
1213,46,3110.9,6,0,8,05/21/2011
1214,10,5037.7,9,0,18,06/26/2008
1214,11,3897.3,11,0,18,06/26/2008
1214,14,3869.5,9,0,18,06/26/2008
1214,29,9639.6,19,0,18,06/26/2008
1214,30,2549.9,9,0,18,06/26/2008
1215,12,4939,18,0,15,11/20/2010
1215,19,1369.1,11,0,15,11/20/2010
1215,31,3270.5,8,0,15,11/20/2010
1216,21,1131.9,2,0,3,05/07/2011
1216,36,3229.4,7,0,3,05/07/2011
1217,4,4265.5,17,0,30,07/16/2006
1217,24,2682,9,0,30,07/16/2006
1217,36,3229.4,7,0,30,07/16/2006
1217,45,7920.6,16,0,30,07/16/2006
1218,5,2554.5,9,0,3,07/01/2005
1218,26,2825.1,10,0,3,07/01/2005
1218,30,1983.2,7,0,3,07/01/2005
1218,39,4516.2,15,0,3,07/01/2005
1218,46,5184.9,10,0,3,07/01/2005
1218,47,2831,20,0,3,07/01/2005
1219,11,1771.5,5,0,7,03/18/2005
1219,13,7736.2,18,0,7,03/18/2005
1219,16,7836.3,17,0,7,03/18/2005
1219,18,6387.4,14,0,7,03/18/2005
1219,25,2313.4,8,0,7,03/18/2005
1219,27,4046,12,0,7,03/18/2005
1219,36,6920.1,15,0,7,03/18/2005
1220,16,5992.5,13,0,12,07/09/2010
1220,28,8755.4,16,0,12,07/09/2010
1220,33,5539.8,14,0,12,07/09/2010
1220,34,2383.4,7,0,12,07/09/2010
1220,43,1980,4,0,12,07/09/2010
1221,3,1985.7,8,0,35,04/11/2007
1221,6,5556.5,16,0,35,04/11/2007
1221,18,2737.4,6,0,35,04/11/2007
1221,22,3908.9,8,0,35,04/11/2007
1221,28,10397,19,0,35,04/11/2007
1222,3,992.8,4,0,14,03/09/2007
1222,9,2364.5,8,0,14,03/09/2007
1222,23,4666,20,0,14,03/09/2007
1222,28,4377.7,8,0,14,03/09/2007
1222,34,3745.3,11,0,14,03/09/2007
1222,35,11310,20,0,14,03/09/2007
1223,2,1529.3,3,0,21,03/22/2010
1223,5,1986.8,7,0,21,03/22/2010
1223,21,3961.7,7,0,21,03/22/2010
1223,26,565,2,0,21,03/22/2010
1223,30,1133.3,4,0,21,03/22/2010
1224,2,6627.1,13,0,23,05/17/2011
1224,15,3018,19,0,23,05/17/2011
1224,17,2595.7,9,0,23,05/17/2011
1224,18,5018.6,11,0,23,05/17/2011
1224,28,5472.1,10,0,23,05/17/2011
1224,29,3044.1,6,0,23,05/17/2011
1224,36,6458.8,14,0,23,05/17/2011
1224,38,2040.5,9,0,23,05/17/2011
1224,47,707.8,5,0,23,05/17/2011
1225,18,1825,4,0,25,10/28/2011
1225,24,2086,7,0,25,10/28/2011
1225,37,9353.1,16,0,25,10/28/2011
1225,46,5184.9,10,0,25,10/28/2011
1226,14,8168.9,19,0,33,09/12/2008
1226,18,7299.8,16,0,33,09/12/2008
1226,27,3034.5,9,0,33,09/12/2008
1226,35,6786,12,0,33,09/12/2008
1227,1,2144.6,13,0,3,02/20/2008
1227,4,1254.5,5,0,3,02/20/2008
1227,11,7086,20,0,3,02/20/2008
1227,20,4645.2,20,0,3,02/20/2008
1227,42,2238.7,4,0,3,02/20/2008
1228,1,2639.5,16,0,12,10/16/2006
1228,7,5236,12,0,12,10/16/2006
1228,11,2125.8,6,0,12,10/16/2006
1228,22,977.2,2,0,12,10/16/2006
1228,29,9132.3,18,0,12,10/16/2006
1228,30,3683.2,13,0,12,10/16/2006
1229,28,5472.1,10,0,21,09/14/2005
1229,35,10179,18,0,21,09/14/2005
1230,4,501.8,2,0,11,08/31/2011
1230,12,548.8,2,0,11,08/31/2011
1230,20,464.5,2,0,11,08/31/2011
1230,26,4237.6,15,0,11,08/31/2011
1230,31,7767.4,19,0,11,08/31/2011
1231,1,1649.7,10,0,19,01/08/2009
1231,9,5024.5,17,0,19,01/08/2009
1231,33,7122.6,18,0,19,01/08/2009
1231,34,6469.1,19,0,19,01/08/2009
1232,12,1097.6,4,0,21,06/05/2011
1232,20,464.5,2,0,21,06/05/2011
1232,23,1633.1,7,0,21,06/05/2011
1232,31,1226.4,3,0,21,06/05/2011
1232,42,7275.7,13,0,21,06/05/2011
1232,44,1179.4,6,0,21,06/05/2011
1233,12,2743.9,10,0,26,03/20/2010
1233,25,578.3,2,0,26,03/20/2010
1233,31,4088.1,10,0,26,03/20/2010
1233,32,6562.7,16,0,26,03/20/2010
1233,33,6726.9,17,0,26,03/20/2010
1233,41,2588.4,15,0,26,03/20/2010
1233,45,3465.3,7,0,26,03/20/2010
1234,2,5607.6,11,0,24,01/15/2008
1234,3,2730.3,11,0,24,01/15/2008
1234,9,1773.4,6,0,24,01/15/2008
1234,18,8212.3,18,0,24,01/15/2008
1234,19,1866.9,15,0,24,01/15/2008
1234,25,4915.9,17,0,24,01/15/2008
1234,36,3229.4,7,0,24,01/15/2008
1234,39,3914,13,0,24,01/15/2008
1234,45,3465.3,7,0,24,01/15/2008
1235,4,501.8,2,0,35,08/21/2005
1235,21,5093.6,9,0,35,08/21/2005
1235,39,5419.4,18,0,35,08/21/2005
1236,3,496.4,2,0,31,07/31/2011
1236,24,894,3,0,31,07/31/2011
1236,32,820.3,2,0,31,07/31/2011
1236,35,1131,2,0,31,07/31/2011
1236,37,1753.7,3,0,31,07/31/2011
1236,42,10074.1,18,0,31,07/31/2011
1236,46,7777.4,15,0,31,07/31/2011
1236,47,2406.3,17,0,31,07/31/2011
1237,6,4167.4,12,0,5,06/22/2006
1237,11,3188.7,9,0,5,06/22/2006
1237,29,5073.5,10,0,5,06/22/2006
1238,16,8297.3,18,0,38,11/03/2008
1238,20,3019.4,13,0,38,11/03/2008
1238,29,3551.4,7,0,38,11/03/2008
1238,30,4533.1,16,0,38,11/03/2008
1238,34,6469.1,19,0,38,11/03/2008
1239,22,8795,18,0,8,10/25/2006
1239,41,345.1,2,0,8,10/25/2006
1240,6,1736.4,5,0,23,01/05/2009
1240,44,3931.2,20,0,23,01/05/2009
1240,45,4950.4,10,0,23,01/05/2009
1241,2,9685.8,19,0,9,01/21/2008
1241,32,2050.8,5,0,9,01/21/2008
1241,43,990,2,0,9,01/21/2008
1242,13,5157.5,12,0,14,06/05/2006
